time_window,MSE,MAE,RMSE,MAPE,IC,RankIC,ICIR,RankICIR
10
0.0009619498849115006,0.019329661277659012,0.025955418628085442,4.11375965734925,0,0,0.0,0.0
11
0.0009619513873600006,0.01932969878926271,0.02595544896192021,4.113766062741328,0,0,0.0,0.0
12
0.0009623520070248321,0.019339707350791102,0.025963516110987073,4.115466420698648,0,0,0.0,0.0
13
0.000962324132390245,0.019339011060168044,0.02596295505969061,4.115347975432271,0,0,0.0,0.0
14
0.0009623405806478606,0.01933942242723071,0.02596328630949361,4.11541795489764,0,0,0.0,0.0
15
0.0009619822423444177,0.019330469392842116,0.025956070464518335,4.113896740205361,0,0,0.0,0.0
16
0.0009619970543567571,0.019330839160829782,0.025956368610037094,4.1139595087128455,0,0,0.0,0.0
17
0.0009623281727148093,0.019339112390886353,0.025963036498675745,4.115365210807685,0,0,0.0,0.0
18
0.0009618513101275018,0.019327201626517555,0.025953432719100906,4.113342624120038,0.01291496521806062,0.014564739507308994,0.42028828753808123,1.6345333203179638e-06
19
0.0009619689633542991,0.01933013718349464,0.025955802605797846,4.113840395754034,0,0,0.0,0.0
20
0.000961929358589884,0.019329148147142296,0.025955004819828754,4.113672620720333,0,0,0.0,0.0
21
0.0009622848949147003,0.01933803070204878,0.025962164827782398,4.115181296762794,0,0,0.0,0.0
22
0.0009619885329977313,0.01933062593970034,0.025956196875095067,4.11392336361336,0,0,0.0,0.0
23
0.0009623107014502037,0.01933867574170834,0.025962684698628658,4.115290986769127,0,0,0.0,0.0
24,main.py is being run directly
Training...
Testing...
0.0009621182648286298,0.01933386694696365,0.02595880976172559,4.114473596967832,0,0,0.0,0.0
25,main.py is being run directly
Training...
Testing...
0.0009623185719050011,0.019338871775702995,0.02596284295761525,4.115324349114389,0,0,0.0,0.0
26,main.py is being run directly
Training...
Testing...
0.0009619591619411949,0.01932989297942682,0.025955605560518576,4.113798954270103,0,0,0.0,0.0
27,main.py is being run directly
Training...
Testing...
0.0009618792757850536,0.019327898693242758,0.025953995835299445,4.113460801466547,0,0,0.0,0.0
28,main.py is being run directly
Training...
Testing...
0.0009619506523412925,0.01932968001699809,0.025955433830280195,4.113762864560792,0,0,0.0,0.0
29,main.py is being run directly
Training...
Testing...
0.0009619614321502123,0.01932994926799879,0.025955651181213783,4.113808537372435,0,0,0.0,0.0
30,main.py is being run directly
Training...
Testing...
0.0009619794904890545,0.019330400366787657,0.025956014848568222,4.113885058899118,0,0,0.0,0.0
